temperature,humidite_air,humidite_sol,type_sol,culture,N,K,P,engrais,zone,ph_sol,pluie,source,culture_enc,engrais_enc,type_sol_enc,zone_enc
29.38023082788594,68.21337111060208,56.28536253777516,Argileux,Sorgho,41.187116342057195,0.0,0.0,Uree,soudanienne,6.724061155125612,45.965345159523686,augmente,4,2,0,1
31.048930912802184,54.2005249358354,35.65227999200844,Sableux,Coton,36.75158122305301,0.6433412131247043,0.0,Uree,soudanienne,5.957094449672042,57.14151353217807,augmente,1,2,2,1
28.777494717811564,55.15071773317454,39.92275596378663,Limoneux,Mil,36.36761589309974,0.352866283222187,1.9487346436888935,Uree,soudanienne,6.89196227732047,159.1852774287005,augmente,3,2,1,1
31.749717618788942,60.202817188059356,45.26161891669869,Argileux,Sorgho,37.13084401868914,0.0,0.0,Uree,soudanienne,7.068322337726695,30.40971348489836,augmente,4,2,0,1
28.340797718716722,60.1829293135573,40.30347181929008,Argileux,Mil,38.307525988490596,0.0,0.0,Uree,soudanienne,6.670172635585725,152.11512849105645,augmente,3,2,0,1
29.195199884657743,55.74132646723294,32.17123666356862,Argileux,Sorgho,41.86693839221325,0.0,1.8746596988488808,Uree,soudanienne,6.7764518936488995,182.12114344288435,augmente,4,2,0,1
31.038975919053964,58.5005381332641,38.21542681105032,Sableux,Mil,34.59852442732189,2.7595146396177737,0.0,Uree,sahelienne,6.093696391880644,57.96786294781032,augmente,3,2,2,0
28.851052946304478,65.84690096901848,36.53451782586865,Limoneux,Mais,36.89200758532096,0.0,1.9539770561071368,Uree,soudanienne,5.813715741997877,47.38666498132973,augmente,2,2,1,1
33.88810616713473,55.146166840583646,48.520845970509725,Limoneux,Mais,38.04646645683439,1.0698476876126506,0.1569080632623113,Uree,sahelienne,6.362709363783084,76.91938596592897,augmente,2,2,1,0
33.46720262069742,60.37796284953335,46.655814323582256,Limoneux,Mil,39.619245244262494,0.0,0.0,Uree,sahelienne,6.193661699312385,77.06882563568303,augmente,3,2,1,0
29.578798545351425,50.55962963444495,38.49539800729352,Argileux,Mil,39.94628295289343,2.356273081201571,0.0,Uree,soudanienne,6.358466755444111,187.09690270549913,augmente,3,2,0,1
31.597053377235724,50.51205671242216,42.04163081125606,Limoneux,Mais,36.38470953255878,0.47742695450608724,0.0,Uree,soudanienne,6.677400631086834,150.23542739080855,augmente,2,2,1,1
29.559004833837864,64.38474735449161,32.20393624975844,Sableux,Mil,36.649344949091834,2.795781116664893,1.4915065028166157,Uree,sahelienne,6.179082953185924,14.770596587789537,augmente,3,2,2,0
24.999244543000252,62.614813528837495,27.633960491806562,Limoneux,Sorgho,38.777910151669445,2.7402683405417108,0.0,Uree,sahelienne,6.5846098071381105,9.326645964455738,augmente,4,2,1,0
30.791736532742117,60.04257777441088,53.168768091392906,Argileux,Mil,40.6466206519939,0.0,0.8695670058721489,Uree,soudanienne,7.142576245585268,79.90375691738696,augmente,3,2,0,1
27.65072294599098,53.60546385833371,41.09856861410341,Limoneux,Sorgho,39.20679549873939,0.8101871640420072,0.2835500561146967,Uree,sahelienne,7.951420567651809,5.378734407244892,augmente,4,2,1,0
30.446154932365516,60.01135390492368,31.00996161527263,Argileux,Coton,38.49377654996394,0.0,0.0,Uree,soudanienne,6.240894033783221,163.74804589681017,augmente,1,2,0,1
29.81465404162286,59.37242288387143,39.296015789246084,Sableux,Mil,38.244448085543546,0.7210488885354477,0.0,Uree,sahelienne,6.6448224860850695,49.117624506018615,augmente,3,2,2,0
33.972643812367046,52.314833454853954,29.640676410658983,Sableux,Mil,40.31960186486869,0.0,0.0,Uree,sahelienne,7.514286314170545,16.72474989654768,augmente,3,2,2,0
26.550981626205104,61.14070681824644,46.0235629189429,Argileux,Coton,40.59262304652099,0.0,0.0,Uree,soudanienne,6.46152768994692,60.657178169856586,augmente,1,2,0,1
30.32456846989177,46.33083109925991,36.15289972822513,Limoneux,Sorgho,38.70765191448687,0.7187499540560549,0.0,Uree,soudanienne,5.903047029937806,194.23018147365715,augmente,4,2,1,1
27.664977720230212,59.62316187840733,46.250496455703804,Limoneux,Sorgho,38.120108116813284,0.0,0.42667642205331263,Uree,sahelienne,5.692007620786054,44.05307035526812,augmente,4,2,1,0
28.223104273537135,57.289770117193626,35.046727401178266,Argileux,Mil,39.132316983607886,1.9155950778323647,0.0,Uree,soudanienne,6.532931293019299,131.63196485951468,augmente,3,2,0,1
29.401652723314662,59.49000192202261,50.92834247989636,Argileux,Coton,37.68247678018946,0.0,0.0,Uree,soudanienne,6.07845159094212,146.29727194062318,augmente,1,2,0,1
35.036870929477374,59.73524183997053,56.33734597053818,Sableux,Mais,38.77059349182163,1.1083564081869752,0.0,Uree,sahelienne,7.193595178070736,58.51971712345112,augmente,2,2,2,0
33.51730617098529,62.3751457907732,40.073756940794695,Argileux,Sorgho,38.63801506451134,2.0076991095506713,0.0,Uree,soudanienne,6.127923168871003,96.80411450188082,augmente,4,2,0,1
31.41266949166329,54.42354850879425,53.231446566103536,Limoneux,Sorgho,35.07931565732967,1.2155396727746695,0.0,Uree,soudanienne,7.17773289271494,189.35124893844815,augmente,4,2,1,1
33.3001341381876,60.93672607094492,31.802250112081296,Sableux,Sorgho,38.49630152764556,0.0,2.0517815585849664,Uree,sahelienne,6.056690197807712,43.71668333824995,augmente,4,2,2,0
30.9376848295632,57.75945555024685,35.293178036527124,Sableux,Mais,37.82010985715586,0.0,0.622365966963494,Uree,sahelienne,5.750613909307192,52.93749461151653,augmente,2,2,2,0
29.92719736323487,59.14316209895375,37.3716080817736,Limoneux,Mil,37.68858679009503,0.0,0.0,Uree,sahelienne,6.482237772232947,46.66019138500454,augmente,3,2,1,0
34.45046820863506,58.93315029699071,45.85906139215063,Argileux,Coton,38.20242793158904,0.0,0.0,Uree,soudanienne,6.18809795259252,54.298400508542265,augmente,1,2,0,1
29.46730188542313,55.78391816129705,47.727918403580276,Argileux,Mil,37.22509758670136,0.11188682742502372,1.9363896008110022,Uree,soudanienne,6.065197677526407,186.0796840338651,augmente,3,2,0,1
29.168401673759806,53.55341654811391,27.576866472133062,Limoneux,Mais,39.884745321719834,0.0,0.0,Uree,sahelienne,6.8248514673255825,45.75967026268742,augmente,2,2,1,0
26.42600413251588,67.18689503678766,34.330010621845,Sableux,Mais,38.052999060883074,0.0,0.0,Uree,sahelienne,5.641701080414588,31.352845035512722,augmente,2,2,2,0
28.101645703993913,51.41998778690457,37.5353055929056,Argileux,Mais,35.98413522456432,1.2416446621495607,0.0,Uree,soudanienne,7.180959608229259,134.6184261822434,augmente,2,2,0,1
27.00205365786518,56.85061253457667,40.13613560156791,Limoneux,Coton,39.234016060826285,0.0,2.2422864036257195,Uree,sahelienne,7.981454488719408,79.07367951707849,augmente,1,2,1,0
32.23958044030651,70.09409058920201,36.51079788411863,Limoneux,Sorgho,39.9768269020213,2.9273923227457397,0.0,Uree,sahelienne,6.527976189673728,26.422773400166754,augmente,4,2,1,0
31.061853821514617,62.03246126542218,35.57120791998028,Sableux,Mil,40.04022188261597,0.8685253620330825,2.3513320597774183,Uree,soudanienne,6.132565852300633,20.56851843149534,augmente,3,2,2,1
26.89931122585362,67.03311172844411,55.380010179162085,Limoneux,Mil,39.99027636397271,0.7219605109096131,1.8935898670238847,Uree,soudanienne,7.2063311488443045,85.81247386053319,augmente,3,2,1,1
26.50881427351656,54.70086024040003,48.21169278865494,Sableux,Mais,39.68046738084535,0.0,0.989808192175587,Uree,sahelienne,5.649858252153271,48.479757381682035,augmente,2,2,2,0
30.117042715828774,56.645315430629054,24.09955428531218,Sableux,Mil,36.833734302951896,1.9993902484746666,1.246958406248532,Uree,sahelienne,5.534206036901702,20.687327290782722,augmente,3,2,2,0
27.768801813028638,59.81884605249455,42.634481340360765,Argileux,Sorgho,40.971051068928205,0.0,0.0,Uree,soudanienne,5.6260419340055225,115.3762402622417,augmente,4,2,0,1
32.407944577127296,60.92579308616392,35.49268024076171,Limoneux,Coton,35.34918217189796,1.6939656478142062,0.0,Uree,soudanienne,6.233383553602525,139.566557101034,augmente,1,2,1,1
30.940838425410167,61.97865083843885,31.927237455755773,Argileux,Mais,40.499433982619394,1.857118405755493,0.0,Uree,soudanienne,7.084278999413822,3.24868864189074,augmente,2,2,0,1
29.15940167966923,59.880298620226306,47.65255124290617,Sableux,Mais,39.56576355071153,3.1059478983419986,0.0,Uree,sahelienne,5.758585287151209,58.31513600841258,augmente,2,2,2,0
29.37848873001948,61.758261071976555,66.33323518401178,Argileux,Mais,36.01958439774073,0.0,0.03977200600203071,Uree,soudanienne,5.712640963723103,75.99581579307892,augmente,2,2,0,1
29.413563873980017,65.79416486809774,20.027588716563724,Argileux,Mais,37.76724876742991,0.0,0.0,Uree,soudanienne,7.684046321843038,116.5428898689363,augmente,2,2,0,1
33.45300431624934,54.78017117029503,38.43698260704833,Limoneux,Mais,36.886369829836475,0.0,1.9295296286472674,Uree,sahelienne,7.080990641163771,46.279400658346404,augmente,2,2,1,0
30.226386603195927,52.83936831335295,45.916102150490005,Limoneux,Mais,39.32474689244471,0.5786576979952266,2.817900999787798,Uree,sahelienne,5.5642241121735205,35.44269650700955,augmente,2,2,1,0
28.41307498656867,54.47625462085105,42.706220505328965,Sableux,Sorgho,37.828806084099305,0.0,4.087498121443385,Uree,sahelienne,5.642567285009048,46.847014709809,augmente,4,2,2,0
28.56258228626963,53.28629137783001,49.31184609389246,Limoneux,Mais,40.35787654264849,0.7602683943926106,0.0,Uree,soudanienne,6.269427263232872,179.5870586887474,augmente,2,2,1,1
36.34058630459063,61.71009299486833,33.8437808352384,Sableux,Mil,36.91448177607882,2.185847405237837,0.0,Uree,sahelienne,6.891161593372055,72.90713520629046,augmente,3,2,2,0
34.827690935703515,57.310514717554035,55.97355941805328,Limoneux,Mil,36.50942065314891,1.9680009163506402,0.0,Uree,soudanienne,6.530699319579163,50.17581997814005,augmente,3,2,1,1
28.830723379956193,52.49650862866912,42.14795298696971,Argileux,Sorgho,38.204577190048134,0.5412039800466854,0.0,Uree,soudanienne,7.1452555451412305,90.34789519628876,augmente,4,2,0,1
35.74522324325144,56.107425826240316,43.52119282514311,Argileux,Coton,35.122830201849204,0.0,0.0,Uree,soudanienne,7.534308359305569,129.7530772318772,augmente,1,2,0,1
34.43758973465628,54.57554137980066,38.76758927831291,Sableux,Mil,42.77996502155991,0.0,0.0,Uree,sahelienne,6.479356126405696,58.74925411937747,augmente,3,2,2,0
33.128505478583016,64.23668853550086,36.98404575768816,Sableux,Coton,42.27497834957016,1.9048777509497539,0.34011844901154387,Uree,sahelienne,6.850697232968553,45.26804482505973,augmente,1,2,2,0
26.980301781229635,54.95939259990639,43.47536200966205,Argileux,Mais,36.9712399880648,0.0,0.0,Uree,soudanienne,7.848921472562914,117.32478365673254,augmente,2,2,0,1
31.83684382646116,59.70113087789727,41.0833472433655,Limoneux,Mil,42.46718679372362,0.0,0.7862871243523197,Uree,soudanienne,5.810864603577176,194.1880499209237,augmente,3,2,1,1
31.729450239636908,59.65769086863119,46.120485771141574,Sableux,Mil,38.18048866779464,0.0,4.213660704050568,Uree,soudanienne,6.703194878048093,190.10656419088178,augmente,3,2,2,1
27.876702330230497,55.98668797894893,40.65869816722164,Argileux,Mil,37.14431562424093,0.0,3.1864852835275745,Uree,soudanienne,6.998652849146792,76.64307318945033,augmente,3,2,0,1
28.64716752696887,65.05008420546372,43.831436126095454,Sableux,Sorgho,38.952293177050805,1.933356508117701,1.8263429087556013,Uree,soudanienne,7.078646981457552,119.712598643552,augmente,4,2,2,1
26.62171702886104,52.30913398965608,44.534470440577586,Argileux,Sorgho,42.46896622762563,1.4224593956478273,0.9179910736070611,Uree,soudanienne,5.648967743382859,152.73845387006412,augmente,4,2,0,1
29.63355191726259,56.15075083170945,37.12313692118373,Sableux,Sorgho,37.293221803041384,0.37596459970599505,0.0,Uree,sahelienne,6.466767642609945,31.823475274327855,augmente,4,2,2,0
26.917353123611484,67.17508794066738,58.67679900104332,Argileux,Mil,40.3305833286,0.0,0.03011047958495748,Uree,soudanienne,7.695083782111142,191.95820408097003,augmente,3,2,0,1
32.54650142364453,50.56899172732541,43.00867386529121,Argileux,Coton,42.164085255022734,0.954235310588246,0.0,Uree,soudanienne,6.395349291322861,136.86284978506896,augmente,1,2,0,1
34.14370512734859,57.22185825577614,19.0111112165916,Sableux,Mil,40.13013611893425,0.0,1.8457445493070808,Uree,sahelienne,6.538607501480224,26.829728497396992,augmente,3,2,2,0
33.43165171772928,51.78343346503104,36.96482205362209,Sableux,Mais,38.56306382266353,0.811873484533262,0.0,Uree,sahelienne,5.742414177413562,63.801123623718865,augmente,2,2,2,0
29.21967231882114,64.60903347502258,36.42555320090245,Sableux,Mais,39.83690231553831,0.0,0.0,Uree,sahelienne,7.981286550404928,69.94458673096645,augmente,2,2,2,0
33.272341527986285,55.96705948842274,56.04913401818115,Argileux,Coton,35.604458045932105,0.0,0.0,Uree,soudanienne,6.94589940779135,160.83311299677683,augmente,1,2,0,1
23.96476693711169,61.23186548163773,19.979446497541343,Sableux,Sorgho,36.926400714955925,0.6790303005776201,2.047229871616254,Uree,sahelienne,7.991315771996548,54.03648362691405,augmente,4,2,2,0
28.754316390677058,64.42001761090522,26.684312444914873,Sableux,Sorgho,40.835212556134806,0.0,0.0,Uree,sahelienne,6.938983571600205,37.73918700147512,augmente,4,2,2,0
29.774256035865246,60.37552004473015,54.743328738613286,Limoneux,Mais,39.59020684323972,0.0,0.0,Uree,soudanienne,6.15290608127715,113.47818883121468,augmente,2,2,1,1
28.49859478551297,67.74198135540686,28.96096696893906,Sableux,Sorgho,37.8900507956386,3.906406947471149,0.0,Uree,sahelienne,6.784269638038262,0.5171486231768441,augmente,4,2,2,0
26.55699085565068,59.88697836916703,35.284606855649336,Sableux,Coton,39.520826938515754,0.19692512264988984,0.0,Uree,sahelienne,6.876329201490564,41.7101617178993,augmente,1,2,2,0
31.33374090346401,66.49295084509973,38.08754274813001,Argileux,Mil,40.05497067189256,0.29569648398358245,2.0049422676833224,Uree,soudanienne,7.78260366722464,36.15703011247591,augmente,3,2,0,1
33.988301114598826,68.29423087368068,31.176238160513385,Sableux,Sorgho,36.89059694596856,0.0,3.399634244827139,Uree,sahelienne,5.703937314028415,13.746356828612676,augmente,4,2,2,0
33.56801694213271,58.19244864363739,50.76318828769861,Sableux,Coton,37.064694960092154,0.0,2.1390727001035414,Uree,soudanienne,6.9114765973336585,135.8133208991275,augmente,1,2,2,1
29.584653055429136,54.62256031654937,35.61648493273629,Argileux,Mais,36.605151872631176,1.6114133383570555,0.5378319408419662,Uree,soudanienne,5.845313232850618,100.01165183821735,augmente,2,2,0,1
25.44545283750441,61.5156093285253,43.60746791774882,Sableux,Mais,39.79407809665232,1.2572992148748945,0.0,Uree,soudanienne,6.258463859072833,153.1717287769484,augmente,2,2,2,1
32.754648033215716,51.887910522614234,45.05240611559271,Limoneux,Mais,36.58270519789422,0.0,1.9116205790031005,Uree,sahelienne,6.761139854173388,34.19732225333512,augmente,2,2,1,0
28.42414243875104,59.2723235675703,42.622270376414,Argileux,Mais,37.457873823861554,0.0,0.0,Uree,soudanienne,6.425580464211442,179.39905787288222,augmente,2,2,0,1
29.71151598664128,53.79546422838882,41.64599666479409,Sableux,Coton,38.140103664459396,0.7324889758812556,0.0,Uree,sahelienne,6.121349552318565,64.70610587933473,augmente,1,2,2,0
30.62776080362343,53.075894695374394,52.79348443312976,Argileux,Mil,37.34295264889468,0.6771397991312285,0.5303764192348142,Uree,soudanienne,6.751448293577078,102.11408174570072,augmente,3,2,0,1
26.673799403338908,62.370890033690046,47.1583857740987,Limoneux,Mil,39.03811954155541,0.4998051367465148,1.9083762646662632,Uree,sahelienne,7.864374255564826,68.68051636412436,augmente,3,2,1,0
29.189339051177015,57.71233735418108,57.87675180815536,Sableux,Mais,39.89114495053145,1.841951425256982,0.8853817100361964,Uree,sahelienne,7.6227450498966896,13.462287080617026,augmente,2,2,2,0
30.975262093230317,65.08106167502815,40.61737034148491,Limoneux,Mais,39.453173765373805,0.0,3.9763038666862265,Uree,soudanienne,7.573906789207625,21.080275479292453,augmente,2,2,1,1
31.945517317667477,57.626574362908315,33.7741158934692,Sableux,Mais,36.596221291470385,2.250849369260862,0.5782648380351673,Uree,sahelienne,7.715950904900354,76.91332957136396,augmente,2,2,2,0
31.096277483756595,56.11396529518384,53.87253985601111,Sableux,Coton,36.70823143595139,0.0,0.0,Uree,sahelienne,5.84813517696176,43.540586961220065,augmente,1,2,2,0
32.88995983814122,58.80313126413037,51.19005734454828,Sableux,Mil,35.89175222739391,0.0,0.0,Uree,sahelienne,6.769394595471422,78.61916327283087,augmente,3,2,2,0
25.180768025767637,55.628396630013754,47.09065660291873,Argileux,Sorgho,40.16223171367767,2.7250761758688604,0.0,Uree,soudanienne,7.550633297362224,83.79395475590488,augmente,4,2,0,1
25.50317271968041,58.71357147434214,42.140165058856894,Sableux,Mil,38.51597390852098,2.641978525899658,1.4345418467776296,Uree,sahelienne,7.801728501946549,4.378616553998871,augmente,3,2,2,0
30.702041115774524,53.769605059640284,40.3548195377225,Limoneux,Mais,37.07251019835409,0.8340478480221032,0.5146856662024002,Uree,sahelienne,6.780982051830266,29.985993947999816,augmente,2,2,1,0
33.31566389154459,68.21485031072004,36.618755494345095,Limoneux,Mil,38.17125772981223,0.0,0.0,Uree,soudanienne,6.772235175174701,173.2071350091513,augmente,3,2,1,1
30.19593785329951,54.676967531441264,49.21073979525348,Limoneux,Mil,38.864705972672176,0.0,0.5153316972271768,Uree,soudanienne,6.845987448217394,171.50612155038473,augmente,3,2,1,1
33.13668744803933,53.42764610764512,34.993017050765474,Sableux,Sorgho,35.79621280904704,0.0,0.0,Uree,sahelienne,6.083918402671527,14.969941632840138,augmente,4,2,2,0
29.984126133653284,57.978400675249354,39.07512234691111,Sableux,Mais,35.05553088245666,0.0,0.0,Uree,sahelienne,6.24516550292501,13.142947461792742,augmente,2,2,2,0
28.90567662896164,54.71826596418372,42.70441190775284,Limoneux,Mil,36.75358370990369,0.5114122814679624,0.7760020664371647,Uree,sahelienne,7.888620478595168,68.77162762820852,augmente,3,2,1,0
30.826435738747634,53.77852146343425,33.00082988967368,Sableux,Mil,38.37787252948524,0.0,0.0,Uree,sahelienne,6.442634827504247,43.56442597237404,augmente,3,2,2,0
30.2733642473434,62.66480981872085,53.41708140565621,Argileux,Sorgho,37.43793653554778,0.0,2.313383455427249,Uree,soudanienne,5.889433151450425,17.48930035997709,augmente,4,2,0,1
26.88239036929125,56.73504072692669,44.32804567293734,Sableux,Mil,37.67204737019875,0.0,0.0,Uree,sahelienne,7.953143943478192,62.018763111924486,augmente,3,2,2,0
32.66190230746367,52.50298930097705,32.18904513542971,Limoneux,Sorgho,37.67640109994532,0.0,0.44638687159755835,Uree,sahelienne,7.089113304881533,11.880542531494465,augmente,4,2,1,0
28.222121203501718,63.60394108695471,29.864326147697227,Argileux,Mais,36.614786495095935,0.0,0.0,Uree,soudanienne,7.002363711344298,72.50039690630263,augmente,2,2,0,1
32.490323764665156,53.1976684590503,52.06447297716567,Argileux,Sorgho,40.911297159091916,0.0,0.0,Uree,soudanienne,5.639352133968604,48.16076321463465,augmente,4,2,0,1
29.618176390564464,56.874737318191094,35.534057117588155,Limoneux,Mil,37.547154712116736,0.0,0.0,Uree,sahelienne,7.8151488995456635,77.26658557746661,augmente,3,2,1,0
37.04742854163213,56.38459573385418,38.172877985089755,Sableux,Mais,40.17632527826189,0.19490352923977292,2.4724114716075896,Uree,sahelienne,7.791222877788785,29.766580397031674,augmente,2,2,2,0
29.672780545055573,60.230293037036844,43.50168023993488,Sableux,Sorgho,40.07991376320586,0.38880755528703953,0.0,Uree,sahelienne,6.559425299827309,76.9240585710053,augmente,4,2,2,0
31.35170057768242,56.031474248481686,51.357685929765644,Sableux,Mais,39.625207168629835,0.0,2.4213380453691613,Uree,soudanienne,6.58423582830095,72.65107033516205,augmente,2,2,2,1
31.299753461370315,55.95677969989512,40.80822480701971,Argileux,Mais,40.88102022266847,1.1368785636764567,0.686945316482775,Uree,soudanienne,6.5046906780918485,90.07007715615856,augmente,2,2,0,1
34.80723322797317,55.46714906083041,33.75189128691081,Limoneux,Coton,36.31232756522212,0.7806487121186981,0.475333522385336,Uree,soudanienne,7.371521771454581,43.20628807861444,augmente,1,2,1,1
30.05942503934398,67.97108805602451,43.93089742585246,Sableux,Mil,38.20567764950174,0.877311404087198,1.5193513141831811,Uree,sahelienne,6.130432193738825,9.875989264828409,augmente,3,2,2,0
33.65956882395195,61.088335225074744,35.603117925121914,Limoneux,Coton,39.72341544078089,0.0,0.290421330412087,Uree,soudanienne,7.000628525248958,153.94932457141743,augmente,1,2,1,1
28.044768601769544,60.616151816240134,52.79743256836807,Sableux,Mil,40.620964038625054,0.0,0.0,Uree,soudanienne,6.4840888006936055,170.90947864043608,augmente,3,2,2,1
31.24230131159425,52.70832259075588,39.73717155088464,Argileux,Mil,38.53882052139926,0.0,0.0,Uree,soudanienne,7.266510322485544,127.0646693416642,augmente,3,2,0,1
30.753897781912688,55.082402556898565,58.61644226491492,Argileux,Sorgho,38.195725433715126,0.0,1.7869340408479268,Uree,soudanienne,7.882800285985344,186.03304057251,augmente,4,2,0,1
33.76590793629592,52.997302838744105,45.00971485672271,Sableux,Mais,37.70049515816892,0.0,3.975951925738647,Uree,soudanienne,6.449343512054122,193.96377292675695,augmente,2,2,2,1
27.261999461409804,65.51533895376055,56.414533951978036,Argileux,Sorgho,39.2782000397997,2.3156891190268905,0.9089651282058338,Uree,soudanienne,6.724464669970602,66.88850542362081,augmente,4,2,0,1
27.893870193135253,54.93962704678931,58.98678613236897,Sableux,Coton,37.42077127354374,0.811003930224898,0.0,Uree,soudanienne,6.1918853298782714,69.40046708243999,augmente,1,2,2,1
29.32243250312926,66.91431506044484,45.133210619321765,Sableux,Sorgho,34.63290340786336,0.04553212989305421,0.0,Uree,sahelienne,6.7125449688101035,77.79691120223218,augmente,4,2,2,0
29.869243851010307,55.16494421659164,36.579024468707075,Argileux,Sorgho,38.183033189918774,0.0,0.0,Uree,soudanienne,6.762278628125348,12.389303715797585,augmente,4,2,0,1
32.193944985618025,56.14821264017177,41.17813007720261,Argileux,Mil,38.220795067953745,0.0,0.0,Uree,soudanienne,6.62269628533719,114.18141075042895,augmente,3,2,0,1
29.30456246548292,60.124839160681574,50.91015328731464,Sableux,Sorgho,37.864443475988466,0.0,0.34786652109874155,Uree,sahelienne,7.2521642431097,50.46163361380965,augmente,4,2,2,0
29.60149850196916,58.61617634559296,35.882871312809066,Argileux,Mil,36.901427030961784,1.5307250982170535,0.8271144251973935,Uree,soudanienne,7.782002001019654,109.28141484242641,augmente,3,2,0,1
30.325087498201764,65.55260712318344,27.56274662028384,Argileux,Sorgho,38.71151138698934,1.8316153783236757,0.0,Uree,soudanienne,5.699287682968213,186.5133417411922,augmente,4,2,0,1
29.557714706476563,62.46315359202243,44.415946089517114,Limoneux,Mil,41.005206922389696,0.7178172232232437,1.5391795025149457,Uree,sahelienne,7.058763278118343,24.77533688841513,augmente,3,2,1,0
28.600230565629392,57.914105244731445,56.231296177826835,Argileux,Mil,39.74331561766344,1.8037984167128898,0.0,Uree,soudanienne,6.064473880376573,8.066770427690395,augmente,3,2,0,1
28.254860986936606,67.09015656261057,25.105798046819885,Limoneux,Mais,37.66205744959697,0.0,1.013857639638494,Uree,sahelienne,5.552522892465902,35.66604398616129,augmente,2,2,1,0
32.37517947645571,57.83145555450759,43.38045294517071,Argileux,Mais,38.50772272562569,0.0,0.0,Uree,soudanienne,7.838486224169497,188.26687855738032,augmente,2,2,0,1
27.31200262758045,61.69391139821484,36.7553526746076,Sableux,Mil,38.15862476073623,0.354493557798737,1.9756030624716723,Uree,sahelienne,7.346365133492409,30.977851296816556,augmente,3,2,2,0
29.699320882908708,55.35834915982652,32.30907311951752,Limoneux,Sorgho,40.55349520500327,0.0,1.687774510737419,Uree,sahelienne,7.3904805852669515,48.656910141315734,augmente,4,2,1,0
27.289822762664645,55.70007759534373,40.744319097870346,Limoneux,Sorgho,37.925182220846295,0.0,0.0,Uree,soudanienne,6.958268120460511,30.348582590610484,augmente,4,2,1,1
22.82388605094351,57.32337916076648,42.822686583577415,Sableux,Sorgho,41.4301794697758,0.0,0.21782038421005978,Uree,soudanienne,6.420625268487832,84.14731251372336,augmente,4,2,2,1
31.10769100079247,51.16030636508576,18.76791261281579,Sableux,Mil,39.481702541215526,2.6213755716335054,0.6100953796236555,Uree,soudanienne,6.465127339129589,139.43325085807007,augmente,3,2,2,1
33.955239049551146,57.482760490854965,44.76434404451796,Argileux,Coton,36.98014114021459,0.0,0.0,Uree,soudanienne,7.566161523730457,10.92206064269381,augmente,1,2,0,1
32.46980723598948,57.24579353087672,39.78298045347438,Argileux,Mil,37.87830693966088,0.0,0.0,Uree,soudanienne,6.244648495975528,94.32527303905233,augmente,3,2,0,1
30.054415595657186,58.23461171643844,50.553943488799504,Limoneux,Mil,39.194265708277335,0.0,0.0,Uree,soudanienne,7.274178358761311,10.0350700639948,augmente,3,2,1,1
31.24279065034198,70.42998572830653,35.64350806487604,Limoneux,Mil,36.83462177744562,0.0,0.0,Uree,sahelienne,6.570879501422116,62.68012020703271,augmente,3,2,1,0
37.678751943934955,63.17727199280397,39.70315585904379,Limoneux,Coton,38.0747356447864,1.498406586768781,0.0,Uree,sahelienne,7.734833776674977,49.20558032117584,augmente,1,2,1,0
27.14743763255969,53.81747494054865,33.40745380764445,Argileux,Sorgho,32.930114884252994,0.913887049950734,0.3898515579243431,Uree,soudanienne,6.512421468440471,10.993261367964413,augmente,4,2,0,1
30.436132602803273,55.8339806027985,39.67988315476144,Limoneux,Mil,37.99287534671312,0.0,0.0,Uree,soudanienne,6.258049459610627,188.94147633449634,augmente,3,2,1,1
28.866285473864796,60.343672653128834,26.055725700112234,Limoneux,Coton,38.44582024978156,0.8933382771387288,2.9706358984991277,Uree,sahelienne,6.833308869649013,13.532951507393616,augmente,1,2,1,0
25.93008571272607,59.47598621392072,58.98221070782995,Argileux,Mais,42.90092776252633,0.0,0.3907374440748031,Uree,soudanienne,7.975712926462354,74.19474251843381,augmente,2,2,0,1
29.246144925161293,65.96725446981716,41.26503893954321,Sableux,Mil,35.53989345939803,0.0,2.2961398387555767,Uree,sahelienne,6.941222257849665,64.79829949467779,augmente,3,2,2,0
31.898019558518634,59.08537184256147,46.109704867644986,Sableux,Coton,35.26163055821877,0.05172837247291939,0.0,Uree,sahelienne,7.6585789444734615,45.53651705035421,augmente,1,2,2,0
27.71932683307484,63.6973132610523,39.42680893300204,Argileux,Mil,36.85322513365288,2.2791933139951164,0.0,Uree,soudanienne,6.109988255881181,191.62762396089923,augmente,3,2,0,1
30.993149192077023,63.40810434059239,34.02168045320203,Sableux,Sorgho,34.95366334178081,0.0,3.1213628837886875,Uree,sahelienne,5.629143392786602,30.90301641164362,augmente,4,2,2,0
27.496665175345353,58.387892917603985,45.162496458188635,Limoneux,Mil,34.71110005052441,0.0,0.0,Uree,soudanienne,6.611781942145839,196.66815368284531,augmente,3,2,1,1
28.5042047400327,59.45004089542742,36.156963076179494,Limoneux,Mil,39.736495836028126,2.446886711179017,0.4195435715789678,Uree,sahelienne,7.348952943054357,67.32976060342193,augmente,3,2,1,0
25.9130286516372,53.47098932589481,43.06743939939706,Limoneux,Sorgho,35.682572704668836,0.0,1.9305730477822642,Uree,sahelienne,6.224319959345537,17.083428359227312,augmente,4,2,1,0
30.03734943955688,53.06203326610773,34.08535667937281,Argileux,Mais,37.30630641946935,0.0,0.4698380381809127,Uree,soudanienne,6.7648145003659845,171.6645877757716,augmente,2,2,0,1
