date,ville,lat,lon,zone,temperature_moy,temperature_max,temperature_min,pluie_jour,humidite_air,vent_moy,rayonnement_solaire,point_rosee,pluie_7j,pluie_14j,mois,annee,saison,etp,humidite_sol,type_sol,ph_sol,culture,stade,culture_enc,stade_enc,saison_enc,zone_enc,irrigation
2019-08-27,Abeche,13.82,20.83,sahelienne,23.99,26.94,21.92,8.37,89.54,1.1,25.01,22.12,111.17999999999998,159.1,8,2019,pluies,2.1974850065063802,77.40607247357718,2,7.839378510747556,Mil,Levee,3,1,1,0,0
2019-08-28,Abeche,13.82,20.83,sahelienne,24.52,28.53,21.28,5.6,86.69,1.11,17.6,22.05,106.25999999999998,163.99999999999997,8,2019,pluies,2.0,75.8974106949149,2,7.974840925145886,Mil,Levee,3,1,1,0,0
2019-08-29,Abeche,13.82,20.83,sahelienne,26.32,31.25,21.82,0.49,75.71,0.75,24.99,21.35,102.15999999999997,157.82,8,2019,pluies,3.1772076924966157,74.61230991103363,2,7.406916446491822,Arachide,Levee,0,1,1,0,0
2019-08-30,Abeche,13.82,20.83,sahelienne,25.56,29.84,22.04,1.65,83.96,1.31,22.76,22.5,102.48999999999998,143.53999999999996,8,2019,pluies,2.586406789782739,75.81255027993238,2,7.257605719757961,Mil,Levee,3,1,1,0,0
2019-08-31,Abeche,13.82,20.83,sahelienne,25.45,29.33,21.35,0.64,83.16,1.23,25.3,22.22,100.35999999999997,142.73999999999998,8,2019,pluies,2.9006550019109985,77.96589889369355,2,7.522813527549799,Sorgho,Levee,4,1,1,0,0
2019-09-01,Abeche,13.82,20.83,sahelienne,25.22,29.25,21.33,0.93,85.73,1.67,25.84,22.54,28.84999999999997,138.51999999999998,9,2019,pluies,2.9357123867634196,33.736230598499574,2,7.502046871133034,Sorgho,Floraison,4,0,1,0,0
2019-09-02,Abeche,13.82,20.83,sahelienne,24.99,27.71,22.29,0.93,84.5,1.42,20.36,22.13,18.60999999999997,125.19999999999999,9,2019,pluies,2.0,23.546696417670187,2,7.285918794013814,Sorgho,Floraison,4,0,1,0,1
2019-09-03,Abeche,13.82,20.83,sahelienne,27.14,32.36,21.91,1.18,72.58,0.98,21.92,21.36,11.419999999999972,122.59999999999998,9,2019,pluies,2.9882695003116777,25.989015908419105,0,7.605434448226244,Mil,Floraison,3,0,1,0,0
2019-09-04,Abeche,13.82,20.83,sahelienne,26.08,31.48,20.94,0.04,81.47,1.99,22.2,22.42,5.859999999999971,112.11999999999999,9,2019,pluies,2.9677539924139467,31.522173544266494,2,7.23690710447736,Mil,Floraison,3,0,1,0,0
2019-09-05,Abeche,13.82,20.83,sahelienne,25.33,28.97,22.37,3.44,86.42,2.37,24.68,22.79,8.80999999999997,110.96999999999998,9,2019,pluies,2.566165018080621,18.917063775321967,2,7.9946876393780695,Mil,Floraison,3,0,1,0,1
2019-09-06,Abeche,13.82,20.83,sahelienne,25.87,31.05,20.96,1.01,78.2,1.03,26.51,21.41,8.169999999999972,110.65999999999998,9,2019,pluies,3.4508533364458382,12.671794867305493,2,6.573495955170359,Mil,Floraison,3,0,1,0,1
2019-09-07,Abeche,13.82,20.83,sahelienne,26.81,32.48,21.19,0.37,73.26,0.92,24.82,21.18,7.899999999999971,108.25999999999998,9,2019,pluies,3.4911537094938794,27.094564685008795,2,7.1648234326511275,Mil,Floraison,3,0,1,0,1
2019-09-08,Abeche,13.82,20.83,sahelienne,25.96,29.82,22.9,2.0,83.35,1.55,24.48,22.78,8.96999999999997,37.819999999999986,9,2019,pluies,2.6444159814012744,19.090831852324797,2,7.095536515858373,Arachide,Floraison,0,0,1,0,1
2019-09-09,Abeche,13.82,20.83,sahelienne,25.14,29.0,22.43,2.89,87.29,1.71,23.1,22.74,10.929999999999971,29.53999999999998,9,2019,pluies,2.3858586144243796,5.802813177901731,2,7.655455935420308,Mil,Floraison,3,0,1,0,0
2019-09-10,Abeche,13.82,20.83,sahelienne,25.6,29.51,22.35,1.89,83.03,1.49,21.28,22.32,11.639999999999972,23.059999999999985,9,2019,pluies,2.3190273114126683,27.33395174005294,2,6.786238034611123,Sorgho,Floraison,4,0,1,0,0
2019-09-11,Abeche,13.82,20.83,sahelienne,25.8,30.02,21.74,0.14,78.21,1.63,24.97,21.48,11.739999999999972,17.599999999999987,9,2019,pluies,2.9397351087307344,17.709702698322527,2,7.151113247011589,Sorgho,Floraison,4,0,1,0,1
2019-09-12,Abeche,13.82,20.83,sahelienne,26.73,32.05,21.73,0.67,76.28,1.42,23.89,21.9,8.969999999999972,17.779999999999987,9,2019,pluies,3.206983257457672,19.29976702387086,2,7.546916804982516,Mil,Floraison,3,0,1,0,1
2019-09-13,Abeche,13.82,20.83,sahelienne,26.75,31.54,22.87,0.38,78.08,1.56,22.5,22.34,8.339999999999971,16.509999999999987,9,2019,pluies,2.7696683890776863,21.91086231398309,0,7.4047877994752165,Mil,Floraison,3,0,1,0,1
2019-09-14,Abeche,13.82,20.83,sahelienne,26.48,31.28,22.28,0.52,78.04,1.67,22.29,22.07,8.489999999999972,16.389999999999986,9,2019,pluies,2.77860577824,21.00299775845345,0,7.317682747214928,Mil,Floraison,3,0,1,0,0
2019-09-15,Abeche,13.82,20.83,sahelienne,26.64,31.66,22.72,0.55,75.15,1.32,24.87,21.5,7.039999999999972,16.009999999999987,9,2019,pluies,3.1010344722600545,23.838162719973262,0,7.152432698608741,Arachide,Floraison,0,0,1,0,1
2019-09-16,Abeche,13.82,20.83,sahelienne,26.65,33.54,21.69,0.0,70.66,1.2,24.81,20.07,4.149999999999972,15.079999999999986,9,2019,pluies,3.562424786566591,14.23409540601108,2,7.628013200365938,Mil,Floraison,3,0,1,0,1
2019-09-17,Abeche,13.82,20.83,sahelienne,25.84,29.66,22.18,1.09,79.73,1.61,20.61,21.89,3.3499999999999717,14.989999999999986,9,2019,pluies,2.308349325129944,20.434240587232562,0,7.469637691865406,Mil,Floraison,3,0,1,0,1
2019-09-18,Abeche,13.82,20.83,sahelienne,26.42,31.12,22.63,0.01,76.35,1.17,23.11,21.67,3.2199999999999718,14.959999999999987,9,2019,pluies,2.7942195567244217,14.954173256912563,2,7.812066538019021,Sorgho,Floraison,4,0,1,0,1
2019-09-19,Abeche,13.82,20.83,sahelienne,27.95,33.94,21.76,0.0,62.78,0.96,25.22,19.42,2.5499999999999714,11.519999999999985,9,2019,pluies,3.778747073973834,21.574173366212506,2,7.599498329674765,Mil,Floraison,3,0,1,0,1
2019-09-20,Abeche,13.82,20.83,sahelienne,28.14,35.05,21.86,0.0,52.78,1.08,25.31,16.81,2.1699999999999715,10.509999999999986,9,2019,pluies,3.962721333022233,20.50107238809136,2,6.710611346674621,Sorgho,Floraison,4,0,1,0,1
2019-09-21,Abeche,13.82,20.83,sahelienne,26.64,33.06,20.55,0.0,63.44,1.57,24.57,18.75,1.6499999999999717,10.139999999999986,9,2019,pluies,3.6240640175766097,9.359429085687818,2,7.429307062646931,Arachide,Floraison,0,0,1,0,1
2019-09-22,Abeche,13.82,20.83,sahelienne,27.01,33.59,23.04,0.0,70.95,1.1,24.02,20.59,1.0999999999999717,8.139999999999986,9,2019,pluies,3.2806671948876427,23.206874813225213,2,6.566807649840755,Arachide,Floraison,0,0,1,0,1
2019-09-23,Abeche,13.82,20.83,sahelienne,27.13,34.32,21.14,0.03,66.89,1.45,22.79,19.66,1.1299999999999717,5.279999999999985,9,2019,pluies,3.4884013670384366,11.869755884201648,2,7.081056293439331,Mil,Floraison,3,0,1,0,1
2019-09-24,Abeche,13.82,20.83,sahelienne,25.72,30.26,22.66,0.0,68.29,1.51,22.56,19.02,0.0399999999999718,3.389999999999986,9,2019,pluies,2.5399360211730944,20.678404587968,2,7.117906560082664,Sorgho,Floraison,4,0,1,0,1
2019-09-25,Abeche,13.82,20.83,sahelienne,27.49,34.04,21.94,0.0,67.39,1.59,22.95,20.41,0.0299999999999718,3.2499999999999862,9,2019,pluies,3.3928580871765424,17.58751119380937,2,7.782324355150703,Mil,Floraison,3,0,1,0,1
2019-09-26,Abeche,13.82,20.83,sahelienne,28.31,35.15,22.79,0.12,62.66,0.96,24.1,19.48,0.1499999999999718,2.699999999999986,9,2019,pluies,3.6661429866406934,27.949785737565843,2,6.770557560165732,Mil,Floraison,3,0,1,0,0
2019-09-27,Abeche,13.82,20.83,sahelienne,27.84,35.48,22.64,0.0,61.33,1.69,23.0,18.47,0.1499999999999718,2.319999999999986,9,2019,pluies,3.5297502912800156,13.51823812339702,2,7.465312257384928,Arachide,Floraison,0,0,1,0,1
2019-09-28,Abeche,13.82,20.83,sahelienne,26.77,32.35,21.82,1.36,71.99,1.7,21.25,20.78,1.5099999999999718,3.159999999999986,9,2019,pluies,2.884056427033292,13.385282427172601,2,6.7885805338784575,Sorgho,Floraison,4,0,1,0,1
2019-09-29,Abeche,13.82,20.83,sahelienne,27.93,35.27,22.19,1.21,62.09,1.34,23.12,18.95,2.7199999999999718,3.819999999999986,9,2019,pluies,3.588235199914141,16.360062758785855,0,7.9230052267966915,Arachide,Floraison,0,0,1,0,1
2019-09-30,Abeche,13.82,20.83,sahelienne,26.97,34.35,21.38,0.09,69.67,1.61,20.78,19.88,2.779999999999972,3.909999999999986,9,2019,pluies,3.144058547786671,14.406741520160057,2,7.29424539897232,Arachide,Floraison,0,0,1,0,1
2019-10-01,Abeche,13.82,20.83,sahelienne,26.83,33.39,21.3,0.01,70.53,2.16,24.33,20.35,2.789999999999972,2.829999999999986,10,2019,pluies,3.5429917846485735,22.134093313594335,2,7.562320647242718,Mil,Maturation,3,2,1,0,0
2019-10-02,Abeche,13.82,20.83,sahelienne,26.64,33.04,21.3,1.37,68.47,2.01,22.71,19.66,4.159999999999972,4.189999999999986,10,2019,pluies,3.2449890231824083,5.973825740943871,2,7.46981808571551,Mil,Maturation,3,2,1,0,1
2019-10-03,Abeche,13.82,20.83,sahelienne,27.05,33.59,21.25,0.11,66.35,1.01,23.48,19.19,4.149999999999972,4.2999999999999865,10,2019,pluies,3.4714116683450253,9.906723065975505,2,6.955457785954834,Mil,Maturation,3,2,1,0,0
2019-10-04,Abeche,13.82,20.83,sahelienne,25.83,29.67,22.13,0.06,73.19,1.64,19.91,20.45,4.209999999999972,4.359999999999986,10,2019,pluies,2.238361076056491,9.840879548945633,2,7.85179664063469,Sorgho,Maturation,4,2,1,0,0
2019-10-05,Abeche,13.82,20.83,sahelienne,26.41,30.54,22.32,11.0,73.95,0.83,7.96,21.13,13.849999999999973,15.359999999999985,10,2019,pluies,2.0,29.269653143815017,0,7.440873003073495,Mil,Maturation,3,2,1,0,0
2019-10-06,Abeche,13.82,20.83,sahelienne,25.39,30.17,22.32,14.16,79.96,1.67,19.67,21.44,26.799999999999976,29.519999999999985,10,2019,pluies,2.2336256665786625,41.71429360807346,2,7.265477029096313,Sorgho,Maturation,4,2,1,0,0
2019-10-07,Abeche,13.82,20.83,sahelienne,24.67,27.87,21.82,5.59,83.12,1.09,19.35,21.49,32.299999999999976,35.079999999999984,10,2019,pluies,2.0,32.03385547023768,2,7.292541040174353,Mil,Maturation,3,2,1,0,0
2019-10-08,Abeche,13.82,20.83,sahelienne,26.3,31.36,21.8,2.44,71.88,0.96,23.4,20.36,34.729999999999976,37.51999999999998,10,2019,pluies,2.994135097494537,32.91974793766991,2,7.836035786213307,Mil,Maturation,3,2,1,0,0
2019-10-09,Abeche,13.82,20.83,sahelienne,25.72,30.25,22.21,0.95,74.93,1.07,22.71,20.61,34.309999999999974,38.469999999999985,10,2019,pluies,2.6297959026824906,34.36086514179225,2,6.5886792092514055,Mil,Maturation,3,2,1,0,0
2019-10-10,Abeche,13.82,20.83,sahelienne,27.01,32.45,22.54,1.09,70.18,1.08,23.13,20.62,35.28999999999997,39.43999999999998,10,2019,pluies,3.0617900193795324,42.54264811825732,0,7.083593138136631,Sorgho,Maturation,4,2,1,0,0
2019-10-11,Abeche,13.82,20.83,sahelienne,27.96,35.14,21.82,0.22,67.85,1.49,22.22,20.7,35.44999999999997,39.65999999999999,10,2019,pluies,3.48233206585783,28.00602806066597,2,7.7624412917285195,Mil,Maturation,3,2,1,0,0
2019-10-12,Abeche,13.82,20.83,sahelienne,26.99,32.38,22.72,0.15,74.9,1.96,22.63,21.72,24.599999999999973,38.44999999999999,10,2019,pluies,2.9562569474728226,30.198582879143483,0,6.556272870388543,Mil,Maturation,3,2,1,0,0
2019-10-13,Abeche,13.82,20.83,sahelienne,26.52,31.42,22.29,0.22,75.15,1.42,16.64,21.33,10.659999999999973,37.45999999999999,10,2019,pluies,2.0911079905263867,27.689383408476992,2,7.4587718289832035,Arachide,Maturation,0,2,1,0,0
2019-10-14,Abeche,13.82,20.83,sahelienne,26.6,31.69,22.55,2.09,73.84,2.07,22.5,21.19,7.1599999999999735,39.45999999999998,10,2019,pluies,2.834174493300912,22.4456591895789,2,7.104896274709801,Mil,Maturation,3,2,1,0,0
2019-10-15,Abeche,13.82,20.83,sahelienne,25.03,28.83,22.53,5.29,80.76,1.97,17.66,21.32,10.009999999999973,44.73999999999998,10,2019,pluies,2.0,21.83257131619119,2,6.8068752057530455,Sorgho,Maturation,4,2,1,0,0
2019-10-16,Abeche,13.82,20.83,sahelienne,26.13,30.41,21.68,2.73,72.22,1.16,15.63,20.3,11.789999999999973,46.09999999999999,10,2019,pluies,2.0,28.491822647969975,2,7.417107300885509,Sorgho,Maturation,4,2,1,0,0
2019-10-17,Abeche,13.82,20.83,sahelienne,26.95,32.69,22.51,0.19,64.98,1.32,19.51,19.27,10.889999999999972,46.179999999999986,10,2019,pluies,2.6140398091444763,5.0,2,7.746591504493205,Arachide,Maturation,0,2,1,0,0
2019-10-18,Abeche,13.82,20.83,sahelienne,26.96,33.61,21.84,0.04,67.68,1.33,19.36,19.74,10.709999999999974,46.15999999999998,10,2019,pluies,2.7897909516533534,25.63562723671634,2,7.201009331519394,Mil,Maturation,3,2,1,0,0
2019-10-19,Abeche,13.82,20.83,sahelienne,27.76,35.32,21.97,0.53,60.87,1.26,22.54,18.3,11.089999999999973,35.68999999999998,10,2019,pluies,3.521001897171003,16.52097021810802,2,6.7201060841315226,Mil,Maturation,3,2,1,0,0
2019-10-20,Abeche,13.82,20.83,sahelienne,26.89,33.02,21.82,0.01,70.49,2.06,16.0,20.62,10.879999999999972,21.53999999999998,10,2019,pluies,2.245573878535813,8.169569722004786,2,6.959226829732944,Arachide,Maturation,0,2,1,0,0
2019-10-21,Abeche,13.82,20.83,sahelienne,26.35,31.51,22.02,0.02,71.54,1.1,21.34,20.21,8.809999999999972,15.969999999999983,10,2019,pluies,2.7236182045564257,23.42391819667485,2,7.972029875073526,Mil,Maturation,3,2,1,0,0
2019-10-22,Abeche,13.82,20.83,sahelienne,27.17,34.52,21.59,0.01,62.21,2.37,20.55,18.18,3.529999999999973,13.539999999999983,10,2019,pluies,3.1183292995653145,26.557109816140688,2,6.6666378300857865,Mil,Maturation,3,2,1,0,1
2019-10-23,Abeche,13.82,20.83,sahelienne,26.12,30.89,21.64,2.31,72.51,1.3,20.88,20.4,3.1099999999999732,14.899999999999983,10,2019,pluies,2.6172890683370915,15.748360397606142,2,6.741072530278471,Arachide,Maturation,0,2,1,0,0
2019-10-24,Abeche,13.82,20.83,sahelienne,27.4,34.35,21.56,0.06,63.76,1.48,20.67,18.86,2.9799999999999733,13.869999999999983,10,2019,pluies,3.135466628114493,23.30912183042056,2,7.985266771864806,Mil,Maturation,3,2,1,0,0
2019-10-25,Abeche,13.82,20.83,sahelienne,27.63,33.09,23.51,0.32,65.34,0.94,21.48,20.13,3.259999999999973,13.969999999999985,10,2019,pluies,2.8343127307605407,28.078947805920503,2,7.823152135531877,Sorgho,Maturation,4,2,1,0,0
2019-10-26,Abeche,13.82,20.83,sahelienne,27.66,34.23,22.78,0.08,61.0,1.59,21.39,18.05,2.809999999999973,13.899999999999984,10,2019,pluies,3.0876705703753675,25.74990117508832,0,7.560693117103621,Sorgho,Maturation,4,2,1,0,0
2019-10-27,Abeche,13.82,20.83,sahelienne,25.91,30.75,22.06,0.0,67.38,0.93,19.19,18.78,2.799999999999973,13.679999999999984,10,2019,pluies,2.3203509085096155,28.019751705599734,2,6.726474880191551,Sorgho,Maturation,4,2,1,0,0
2019-10-28,Abeche,13.82,20.83,sahelienne,25.76,32.74,19.28,0.0,47.46,1.3,22.61,12.29,2.779999999999973,11.589999999999984,10,2019,pluies,3.390774922026892,21.72389243750323,2,6.86082372477742,Mil,Maturation,3,2,1,0,1
2019-10-29,Abeche,13.82,20.83,sahelienne,26.17,33.89,17.91,0.0,36.66,1.3,21.61,8.84,2.7699999999999734,6.299999999999984,10,2019,pluies,3.564409718346788,17.051535472311134,2,6.7702733060979545,Mil,Maturation,3,2,1,0,0
2019-10-30,Abeche,13.82,20.83,sahelienne,24.44,34.63,16.23,0.0,42.9,2.3,22.64,9.49,0.4599999999999734,3.569999999999984,10,2019,pluies,3.8494372331803857,5.0,0,7.446432282515894,Arachide,Maturation,0,2,1,0,1
2019-10-31,Abeche,13.82,20.83,sahelienne,25.14,34.23,15.98,0.0,35.16,2.1,24.01,6.99,0.3999999999999734,3.379999999999984,10,2019,pluies,4.13307830680587,13.497562583090344,2,7.098303331610577,Sorgho,Maturation,4,2,1,0,0
2019-11-01,Abeche,13.82,20.83,sahelienne,25.66,34.56,16.08,0.0,33.47,1.82,23.39,7.22,0.07999999999997336,3.339999999999984,11,2019,seche,4.10070876345767,9.141273832786641,0,6.571668704292641,Sorgho,Repos,4,3,2,0,0
2019-11-02,Abeche,13.82,20.83,sahelienne,24.96,34.59,16.37,0.0,36.54,2.22,23.86,7.73,0.0,2.8099999999999836,11,2019,seche,4.08667707246753,30.196599022484698,2,6.9369384540897565,Mil,Repos,3,3,2,0,0
2019-11-03,Abeche,13.82,20.83,sahelienne,25.15,34.91,16.49,0.0,35.22,2.44,23.33,7.31,0.0,2.799999999999984,11,2019,seche,4.035624212462308,13.768799312973643,0,7.790979839096977,Sorgho,Repos,4,3,2,0,1
2019-11-04,Abeche,13.82,20.83,sahelienne,25.22,35.46,16.09,0.0,30.67,2.81,23.47,5.65,0.0,2.779999999999984,11,2019,seche,4.1700024018216535,15.8624336474914,2,7.694063500121996,Mil,Repos,3,3,2,0,1
2019-11-05,Abeche,13.82,20.83,sahelienne,24.8,34.96,15.82,0.0,35.71,2.37,23.89,7.31,0.0,2.769999999999984,11,2019,seche,4.178156610527583,18.860397632283274,2,7.4645177059538215,Mil,Repos,3,3,2,0,1
2019-11-06,Abeche,13.82,20.83,sahelienne,25.18,34.34,16.31,0.0,30.95,1.92,24.03,5.54,0.0,0.45999999999998403,11,2019,seche,4.11534306051852,15.305217124607177,2,6.62831527129121,Arachide,Repos,0,3,2,0,1
2019-11-07,Abeche,13.82,20.83,sahelienne,25.21,34.09,15.66,0.0,31.17,1.3,23.45,5.53,0.0,0.39999999999998403,11,2019,seche,4.06315094284013,26.86535728301527,2,7.824186228709323,Mil,Repos,3,3,2,0,1
2019-11-08,Abeche,13.82,20.83,sahelienne,24.37,35.21,15.53,0.0,33.53,2.65,23.22,5.49,0.0,0.07999999999998401,11,2019,seche,4.076302099266818,10.641454467858836,0,7.301776713122383,Arachide,Repos,0,3,2,0,0
2019-11-09,Abeche,13.82,20.83,sahelienne,25.02,35.8,16.16,0.0,29.75,2.94,22.77,4.47,0.0,0.0,11,2019,seche,4.054790631595035,16.362252186660697,0,7.241864015045071,Arachide,Repos,0,3,2,0,0
2019-11-10,Abeche,13.82,20.83,sahelienne,24.78,35.05,15.42,0.0,29.32,2.33,21.61,3.95,0.0,0.0,11,2019,seche,3.8256794041412956,9.802705900113661,0,7.901095365473336,Sorgho,Repos,4,3,2,0,1
2019-11-11,Abeche,13.82,20.83,sahelienne,24.86,34.64,15.61,0.0,25.45,2.18,23.02,2.03,0.0,0.0,11,2019,seche,4.0200695214159685,5.75984242145506,2,6.513266040387616,Sorgho,Repos,4,3,2,0,1
2019-11-12,Abeche,13.82,20.83,sahelienne,23.83,33.07,15.11,0.0,32.39,1.54,19.91,4.87,0.0,0.0,11,2019,seche,3.2962400829489695,10.717616363663002,2,7.33384581025216,Mil,Repos,3,3,2,0,1
2019-11-13,Abeche,13.82,20.83,sahelienne,25.9,34.2,17.7,0.0,33.52,1.01,20.55,6.69,0.0,0.0,11,2019,seche,3.423128752829444,14.740742420661116,2,7.68686658678306,Sorgho,Repos,4,3,2,0,1
2019-11-14,Abeche,13.82,20.83,sahelienne,25.18,35.33,16.54,0.0,30.73,1.72,22.27,4.68,0.0,0.0,11,2019,seche,3.8934806202937646,11.99488442837918,2,6.595535711983271,Sorgho,Repos,4,3,2,0,1
2019-11-15,Abeche,13.82,20.83,sahelienne,24.87,33.83,18.07,0.0,30.35,2.83,20.43,5.19,0.0,0.0,11,2019,seche,3.2475594884339225,10.153053140883008,0,7.035758101122304,Sorgho,Repos,4,3,2,0,0
2019-11-16,Abeche,13.82,20.83,sahelienne,25.32,35.52,16.93,0.0,33.41,3.17,22.12,6.71,0.0,0.0,11,2019,seche,3.859149195455559,5.155777754297162,2,7.966227776779561,Mil,Repos,3,3,2,0,1
2019-11-17,Abeche,13.82,20.83,sahelienne,25.02,34.86,16.8,0.0,33.97,2.44,22.44,6.76,0.0,0.0,11,2019,seche,3.8319195942819873,14.418260991599137,2,6.817679077484971,Sorgho,Repos,4,3,2,0,0
2019-11-18,Abeche,13.82,20.83,sahelienne,24.87,35.39,16.27,0.0,33.97,2.41,21.93,6.11,0.0,0.0,11,2019,seche,3.8396639617762887,5.0,2,7.296769150108933,Sorgho,Repos,4,3,2,0,1
2019-11-19,Abeche,13.82,20.83,sahelienne,25.64,35.42,16.96,0.0,26.68,2.13,22.58,3.36,0.0,0.0,11,2019,seche,3.9547369499911103,20.32039174582722,2,7.6191035390518325,Sorgho,Repos,4,3,2,0,1
2019-11-20,Abeche,13.82,20.83,sahelienne,25.01,36.02,16.16,0.0,25.14,2.71,22.57,1.98,0.0,0.0,11,2019,seche,4.0406795354380005,15.577078270541524,2,7.085560778760403,Arachide,Repos,0,3,2,0,1
2019-11-21,Abeche,13.82,20.83,sahelienne,25.05,36.17,16.97,0.0,25.73,3.18,22.47,2.68,0.0,0.0,11,2019,seche,3.9590639067289963,5.0,2,7.111809869986605,Sorgho,Repos,4,3,2,0,1
2019-11-22,Abeche,13.82,20.83,sahelienne,24.17,35.21,15.0,0.0,23.66,2.6,22.38,0.64,0.0,0.0,11,2019,seche,3.962508503964595,12.835536460650957,2,6.594902528154904,Mil,Repos,3,3,2,0,1
2019-11-23,Abeche,13.82,20.83,sahelienne,24.16,35.53,15.26,0.0,24.61,3.49,21.49,1.27,0.0,0.0,11,2019,seche,3.809664828663369,9.734905160865917,0,6.7851400226309755,Mil,Repos,3,3,2,0,0
2019-11-24,Abeche,13.82,20.83,sahelienne,24.4,34.95,16.45,0.0,23.37,3.91,22.81,1.28,0.0,0.0,11,2019,seche,3.8851840715260404,17.234221572934263,2,7.820913838273382,Mil,Repos,3,3,2,0,0
2019-11-25,Abeche,13.82,20.83,sahelienne,23.3,34.2,15.1,0.0,21.46,3.76,22.74,-1.37,0.0,0.0,11,2019,seche,3.8329836343800325,24.383153122162014,0,7.727476460625127,Mil,Repos,3,3,2,0,1
2019-11-26,Abeche,13.82,20.83,sahelienne,23.73,33.73,14.91,0.0,21.46,2.95,22.8,-1.0,0.0,0.0,11,2019,seche,3.854735529246863,5.0,2,6.956957783394603,Mil,Repos,3,3,2,0,1
2019-11-27,Abeche,13.82,20.83,sahelienne,23.95,34.59,14.21,0.0,23.71,2.62,22.62,0.74,0.0,0.0,11,2019,seche,4.000729323029846,15.80518255403192,2,7.072566948471383,Mil,Repos,3,3,2,0,1
2019-11-28,Abeche,13.82,20.83,sahelienne,24.25,34.88,15.92,0.0,22.9,3.33,21.86,0.5,0.0,0.0,11,2019,seche,3.7559804523611344,13.879070431033517,0,7.160615635433069,Mil,Repos,3,3,2,0,1
2019-11-29,Abeche,13.82,20.83,sahelienne,23.46,34.3,15.37,0.0,23.35,3.58,21.83,0.08,0.0,0.0,11,2019,seche,3.677445671579928,19.69938053515326,0,7.018915442411404,Mil,Repos,3,3,2,0,0
2019-11-30,Abeche,13.82,20.83,sahelienne,22.41,33.46,14.15,0.0,21.95,3.21,22.47,-1.8,0.0,0.0,11,2019,seche,3.725772059690295,16.492376397663826,2,7.480867556270638,Mil,Repos,3,3,2,0,1
2019-12-01,Abeche,13.82,20.83,sahelienne,22.26,32.18,12.97,0.0,22.59,2.12,22.49,-1.77,0.0,0.0,12,2019,seche,3.705544916730761,9.736214677828267,0,6.519242646307442,Arachide,Repos,0,3,2,0,1
2019-12-02,Abeche,13.82,20.83,sahelienne,22.11,31.9,13.71,0.0,23.73,2.95,21.59,-0.99,0.0,0.0,12,2019,seche,3.4485674027573348,12.766622450333672,2,7.820252083882249,Arachide,Repos,0,3,2,0,0
2019-12-03,Abeche,13.82,20.83,sahelienne,21.51,32.04,12.98,0.0,24.07,2.67,22.06,-1.37,0.0,0.0,12,2019,seche,3.552695608728022,9.427819002375577,0,6.950973640328929,Mil,Repos,3,3,2,0,0
2019-12-04,Abeche,13.82,20.83,sahelienne,21.08,31.4,12.78,0.0,23.55,2.37,22.08,-1.89,0.0,0.0,12,2019,seche,3.4761872533310183,22.532049970190187,2,7.808560192739509,Arachide,Repos,0,3,2,0,1
2019-12-05,Abeche,13.82,20.83,sahelienne,22.32,32.5,13.09,0.0,22.26,2.67,21.85,-1.67,0.0,0.0,12,2019,seche,3.6242081483156507,15.149181540703596,2,7.181578726434931,Mil,Repos,3,3,2,0,1
2019-12-06,Abeche,13.82,20.83,sahelienne,22.08,32.69,14.22,0.0,21.84,3.64,21.86,-1.92,0.0,0.0,12,2019,seche,3.515820985658164,28.30833480027105,0,7.664496487560168,Sorgho,Repos,4,3,2,0,1
2019-12-07,Abeche,13.82,20.83,sahelienne,21.81,32.78,13.06,0.0,22.94,4.02,21.6,-1.67,0.0,0.0,12,2019,seche,3.5653325815994523,14.575374303297654,2,7.738669758367469,Sorgho,Repos,4,3,2,0,1
2019-12-08,Abeche,13.82,20.83,sahelienne,22.03,32.07,14.16,0.0,26.6,3.59,21.03,0.93,0.0,0.0,12,2019,seche,3.326483481040057,10.04115263162676,2,6.951933235446849,Arachide,Repos,0,3,2,0,1
2019-12-09,Abeche,13.82,20.83,sahelienne,21.77,31.86,12.63,0.0,23.11,2.51,21.7,-1.42,0.0,0.0,12,2019,seche,3.5334864100802257,5.0,2,7.460487213675354,Mil,Repos,3,3,2,0,1
2019-12-10,Abeche,13.82,20.83,sahelienne,22.32,32.12,11.87,0.0,18.68,2.17,22.1,-4.12,0.0,0.0,12,2019,seche,3.7441540656000005,5.0,2,7.411120963966088,Mil,Repos,3,3,2,0,1
2019-12-11,Abeche,13.82,20.83,sahelienne,22.35,33.0,12.91,0.0,20.19,2.15,21.05,-2.77,0.0,0.0,12,2019,seche,3.5548036487459633,5.0,0,7.214021152875297,Sorgho,Repos,4,3,2,0,1
2019-12-12,Abeche,13.82,20.83,sahelienne,22.97,32.78,15.27,0.0,19.24,2.62,20.06,-2.71,0.0,0.0,12,2019,seche,3.211461443518404,16.869886557080385,0,7.204353015345907,Sorgho,Repos,4,3,2,0,1
2019-12-13,Abeche,13.82,20.83,sahelienne,23.76,33.59,16.19,0.0,21.67,2.39,20.04,-0.18,0.0,0.0,12,2019,seche,3.2601372148346783,18.561075162609537,2,6.957804905506571,Mil,Repos,3,3,2,0,1
2019-12-14,Abeche,13.82,20.83,sahelienne,23.88,34.23,15.63,0.0,23.37,1.91,20.59,0.79,0.0,0.0,12,2019,seche,3.4731898895817026,5.0,0,6.965285767411943,Mil,Repos,3,3,2,0,1
